order_id,order_date,customer_id,total_price
10094,11/10/2024,5114,806.73
13518,18/02/2024,9160,291.22
9539,01/12/2023,1461,125.43
9119,17/09/2024,9408,264.11
7063,15/10/2024,1463,571.22
14430,01/09/2024,8330,903.23
7225,19/08/2024,8363,381.94
2866,10/01/2024,8591,685.68
1617,17/11/2023,3323,743.46
4455,23/03/2024,506,914.62
7351,04/11/2024,2187,731
7346,29/12/2023,4675,877.44
1754,26/11/2023,7365,948.12
10808,02/06/2024,1555,751.53
14946,14/04/2024,5250,170.67
396,29/10/2024,8434,160.77
8562,18/03/2024,3149,737.04
13218,19/07/2024,3833,460.28
2359,19/07/2024,5432,697.66
11233,16/09/2024,7093,310.97
9759,23/05/2024,3402,676.7
11264,14/02/2024,2496,540.44
5615,02/02/2024,2447,45.19
4308,26/08/2024,9407,45.22
4617,05/08/2024,6071,872.58
1015,02/02/2024,3897,618.46
4739,17/07/2024,2716,967.6
2387,22/11/2023,3337,60.65
434,09/04/2024,6712,420.3
3154,02/12/2023,4283,448.33
12056,06/03/2024,1811,71.99
2013,23/02/2024,2972,187.75
2168,19/08/2024,1530,653.62
4372,01/07/2024,3335,146.96
7592,30/03/2024,4967,777.16
226,05/06/2024,5417,331.45
5883,03/06/2024,4781,63.97
3522,17/11/2023,7275,756.19
11535,13/01/2024,3597,310.75
7230,15/07/2024,5614,629.07
10909,12/11/2023,5308,454.47
2863,19/10/2024,9835,855.34
127,03/09/2024,7615,227.64
1310,21/08/2024,1638,729.63
7819,28/12/2023,1892,992.92
988,26/01/2024,9623,216.07
12738,24/12/2023,9018,932.94
4878,01/10/2024,7157,241.75
10405,22/05/2024,599,852.44
7585,03/02/2024,6470,694.22
4984,05/11/2023,2343,611.94
9808,10/04/2024,2547,560.29
12864,27/05/2024,31,767.41
10030,28/08/2024,3426,741.85
11738,18/10/2024,6092,611.91
5721,08/01/2024,4681,687.03
8169,09/06/2024,19,716.13
13359,13/02/2024,5272,149.37
12159,21/06/2024,8059,702.53
10332,14/10/2024,9491,979.01
10218,18/07/2024,3947,574.23
13637,29/11/2023,1721,662.59
10888,31/12/2023,2269,508.66
8236,10/10/2024,2485,213.88
778,10/08/2024,3751,672.15
6560,20/06/2024,1864,545.34
10191,18/11/2023,839,204.08
12194,24/11/2023,5572,610.83
7731,29/09/2024,169,291.9
5327,23/08/2024,9285,242.6
4833,12/01/2024,7427,360.05
14509,11/06/2024,6287,344.6
4911,01/09/2024,6402,439.59
3123,16/06/2024,3384,579.06
6666,27/08/2024,3372,531.65
4940,15/04/2024,3227,101.89
2005,02/02/2024,3102,536.58
965,04/05/2024,7580,699.62
4931,23/02/2024,6895,390.56
12333,08/10/2024,6454,164.48
14083,14/07/2024,3019,612.65
5259,25/03/2024,9519,381.25
14004,05/05/2024,1539,685.74
5116,18/04/2024,776,995.96
7599,29/07/2024,813,790.01
10742,22/05/2024,2610,620.89
8300,18/04/2024,4204,467.16
11490,23/06/2024,794,437.69
12617,07/09/2024,7255,879.89
7765,05/12/2023,5103,295.24
10080,12/06/2024,3626,687.37
8370,08/07/2024,6335,596.24
3527,16/11/2023,2232,576.48
381,07/12/2023,5868,846.04
4131,21/12/2023,1656,891.38
3349,17/02/2024,7761,770.19
1841,01/08/2024,3895,384.53
14202,29/09/2024,3909,870.48
9461,11/02/2024,1394,943.38
7159,17/11/2023,9816,945.92
11723,17/12/2023,1252,100.08
6847,20/08/2024,5545,135.4
12795,31/03/2024,4792,491.38
14621,10/07/2024,8529,666.37
967,15/06/2024,3193,88.95
14931,02/04/2024,4334,156.4
3244,02/03/2024,472,182.8
7539,26/02/2024,9024,83.99
3880,02/04/2024,8972,40.69
5707,11/02/2024,6476,782.57
8768,08/10/2024,904,101.41
10929,02/05/2024,9316,833.44
8617,22/10/2024,9733,386.24
10272,09/06/2024,3485,398.71
6290,03/05/2024,6839,470.58
3719,31/01/2024,6173,133.69
13957,24/11/2023,5887,299.62
10304,18/06/2024,8617,404.18
12611,25/08/2024,451,558.67
9623,21/11/2023,7008,528.85
4505,23/11/2023,8427,857.86
11748,03/03/2024,5391,806.05
12015,03/11/2024,7171,833.71
492,29/11/2023,5234,658.8
4004,23/04/2024,5281,633.88
12064,24/06/2024,6,778.15
7330,22/12/2023,6826,515.87
3425,04/07/2024,9520,800.42
12514,11/07/2024,3027,796.8
7900,11/06/2024,8421,753.14
4008,08/10/2024,9968,127.96
10626,17/09/2024,4244,823.78
1907,20/12/2023,1217,365.09
6572,13/11/2023,4327,934.29
3947,13/04/2024,7605,856.32
2047,12/08/2024,4199,510.3
11262,17/05/2024,246,901.47
2930,22/12/2023,8913,928.08
9809,10/03/2024,1916,193.25
14814,10/11/2023,541,621.48
7239,29/03/2024,8015,257.76
7736,30/09/2024,6635,731.73
158,17/06/2024,5931,919.25
5770,26/08/2024,1192,239.15
8752,22/01/2024,1112,712.46
12969,10/10/2024,1765,574.03
8466,22/12/2023,4112,421.71
14614,05/01/2024,787,882.72
1427,10/04/2024,7059,833.02
3406,19/06/2024,6519,643.86
3333,25/07/2024,9934,136.24
702,12/06/2024,2598,96.31
8123,16/08/2024,8271,921.13
3042,10/01/2024,1046,786.48
4501,07/12/2023,708,201.96
7663,01/05/2024,4511,629.04
9363,14/09/2024,7326,817.58
7383,12/12/2023,6420,635.63
7575,24/08/2024,1959,458.59
12284,13/09/2024,1506,135.8
6942,08/06/2024,8701,542.19
2824,14/01/2024,8003,725.08
6646,11/04/2024,393,905.91
2854,01/03/2024,7787,98.64
10756,22/09/2024,2555,63.23
4266,12/09/2024,2393,124.17
2783,21/07/2024,188,202.22
9262,05/12/2023,5356,67.08
533,14/10/2024,6057,941.56
4844,21/07/2024,7273,425.68
14304,02/10/2024,263,306.78
288,03/03/2024,8787,415.89
12261,27/04/2024,9650,372.55
12172,09/10/2024,1727,251.37
6396,06/03/2024,7355,811.06
3778,15/02/2024,2673,531.13
14740,08/09/2024,3055,332.68
8770,08/12/2023,8176,850.34
2847,20/03/2024,2541,979.83
6704,13/02/2024,2917,497.5
7365,23/08/2024,1650,561.1
4325,06/02/2024,6615,668.23
3574,20/02/2024,3482,799.02
10941,28/02/2024,69,59.4
12528,19/08/2024,5195,39.25
1757,05/04/2024,5335,491.22
2412,09/11/2023,2705,730.59
11485,10/09/2024,1448,620.59
8201,11/06/2024,724,709.32
3008,24/12/2023,3035,940.26
5326,25/09/2024,5791,88.22
13283,05/04/2024,3792,520.18
5971,10/03/2024,1020,508.93
11137,02/05/2024,1596,465.51
2329,20/05/2024,741,773.37
9529,03/05/2024,3498,981.33
5023,08/01/2024,1407,518.49
3531,10/05/2024,7492,751.58
1758,31/10/2024,1909,698.03
3513,27/05/2024,4200,114.18
9863,14/10/2024,2050,365.06
3661,19/01/2024,9311,370.84
5158,24/01/2024,4461,98.78
1466,11/05/2024,4932,490.44
5623,21/07/2024,4874,235.56
5399,04/04/2024,7097,834.73
2871,18/06/2024,5042,292.79
2373,13/10/2024,1565,29.61
7224,26/09/2024,8825,873.85
7761,15/05/2024,7455,494.6
328,12/12/2023,3083,716.16
14021,06/02/2024,1600,233.85
9456,03/03/2024,4272,485.08
6929,26/07/2024,179,558.59
7213,06/01/2024,9297,950.62
14910,25/04/2024,4827,151.93
9419,10/04/2024,6507,411.31
5571,13/06/2024,2985,768.72
3819,08/08/2024,4175,739.42
3827,01/12/2023,7005,205.93
9752,30/08/2024,2208,916.53
13745,19/10/2024,1144,189.96
10061,06/03/2024,2952,146.27
8436,28/12/2023,7242,126.09
5851,16/08/2024,4875,225.37
13477,18/02/2024,1728,789.89
14219,19/04/2024,3147,913.15
8038,14/02/2024,9871,599.1
9142,23/10/2024,3558,951.52
13675,22/11/2023,7916,402.51
203,22/11/2023,8317,239.17
13815,02/02/2024,1193,35.04
10673,04/12/2023,4101,479.13
9360,06/02/2024,6199,97.96
10430,04/03/2024,3002,331.55
6430,22/12/2023,460,618.69
8498,01/03/2024,6495,915.43
8051,29/12/2023,5330,257.4
13482,08/11/2023,3582,852.24
4484,30/08/2024,3055,327.56
14137,18/05/2024,4337,502.25
14291,24/11/2023,8067,931.41
8954,03/12/2023,2324,172.69
12423,11/10/2024,9166,748.91
9884,24/08/2024,6791,75.05
